Asset_ID,Cust_ID,Asset_Name,Asset_Category,Asset_Purchasedate,Asset_Solddate,Asset_Purchaseprice,Asset_Soldprice,
EQ-0251,77-6530548,Koch Auer and Jast,Equity,7/10/2021,,12701.4,,7
EQ-0987,11-5717535,Abernathy Sawayn and Shields,Equity,10/02/2021,10/02/2021,62779.32,164920.92,7
EQ-0530,60-1239439,Weissnat-Kutch,Equity,30/08/2021,8/03/2022,84856.02,138615.77,7
EQ-0133,23-5879176,Macejkovic Brown and Schmeler,Equity,28/12/2018,,14799.74,,7
EQ-0671,21-8228066,Connelly Lindgren and Willms,Equity,21/11/2018,,6394.08,,7
EQ-0411,45-5089824,Schmeler LLC,Equity,16/06/2020,,77048.37,,7
EQ-0166,53-9110813,Funk Group,Equity,8/07/2019,,33402.08,,7
EQ-0789,59-1454612,Kerluke Inc,Equity,23/09/2019,,60669.44,,7
EQ-0537,31-7724031,DuBuque Breitenberg and Klocko,Equity,1/08/2019,8/05/2020,13081.37,13081.37,7
EQ-0845,06-4286207,Shields Weimann and Abernathy,Equity,29/09/2020,,32990.18,,7
EQ-0480,99-5342177,Schaden Swift and Bode,Equity,7/04/2019,,16391.25,,7
EQ-0535,88-9845193,Mohr Altenwerth and Schiller,Equity,21/09/2018,,25144.7,,7
EQ-0451,58-7174959,Ondricka Gutkowski and Goyette,Equity,20/01/2019,,13596.36,,7
EQ-0591,33-8454540,Green-Bahringer,Equity,10/01/2021,10/01/2021,14811.42,147209.23,7
EQ-0584,57-1579220,Lakin Bergnaum and Okuneva,Equity,9/03/2022,8/06/2022,42782.39,29322.06,7
EQ-0298,08-9453111,Jerde-Frami,Equity,14/04/2021,21/05/2021,12836.13,12836.13,7
EQ-0771,53-6822911,Frami Inc,Equity,26/12/2022,,34731.54,,7
EQ-0731,69-9681582,Senger Miller and Metz,Equity,10/11/2022,10/11/2022,7094.68,135644.51,7
EQ-0763,59-2535928,Fritsch Johnson and Wisozk,Equity,22/11/2021,22/11/2021,72547.3,71249.4,7
EQ-0654,13-9199108,Leuschke and Sons,Equity,11/12/2019,,44754.02,,7
EQ-0135,85-3801362,Yost and Sons,Equity,15/12/2022,15/12/2022,52198.07,52198.07,7
EQ-0370,16-8351393,Rice Group,Equity,6/03/2019,9/02/2021,52129.66,112500.63,7
EQ-0124,67-5360180,Olson-Pagac,Equity,24/09/2020,,32567.52,,7
EQ-0517,07-6287281,Hagenes LLC,Equity,19/05/2022,,65255.25,,7
EQ-0787,44-2878309,Adams LLC,Equity,26/11/2018,6/04/2021,12647.39,12647.39,7
EQ-0246,22-3557618,Pfeffer Leffler and Gleichner,Equity,3/05/2020,,48580.7,,7
EQ-0291,09-1917524,Howe-Koepp,Equity,16/12/2020,28/12/2021,91912.99,113302.27,7
EQ-0593,30-0505479,Strosin Bergstrom and Considine,Equity,4/02/2019,4/02/2019,45722.7,45722.7,7
EQ-0909,56-9244478,Stracke Group,Equity,26/12/2020,,18676.99,,7
EQ-0808,26-3379123,Anderson Adams and Watsica,Equity,30/01/2020,12/03/2022,17587.65,110076.94,7
EQ-0301,22-2793953,Bartoletti Inc,Equity,11/03/2019,29/10/2019,19308.57,104094.46,7
EQ-0887,63-1538487,Price Cummings and Blanda,Equity,27/09/2021,27/09/2021,87636.96,195354.18,7
EQ-0390,53-7606211,Kuhn O'Kon and Abbott,Equity,28/12/2022,28/12/2022,73881.15,140528.07,7
EQ-0804,48-6591675,Kuhic-Schmidt,Equity,18/08/2019,5/06/2020,2873.68,2873.68,7
EQ-0236,61-5183451,Smitham-Dach,Equity,3/11/2020,18/11/2020,68147.8,160385.52,7
EQ-0154,05-4864765,Kutch-Morar,Equity,30/10/2018,,18949.33,,7
EQ-0791,48-7304726,Hane Rath and Jones,Equity,14/02/2021,,12748.3,,7
EQ-0571,31-2403832,Barton Grady and Leannon,Equity,30/01/2019,25/02/2022,84793.55,176244.36,7
EQ-0279,87-1610912,Reilly-McGlynn,Equity,16/03/2022,,35571.07,,7
EQ-0209,27-9600503,Feeney Hermiston and Heathcote,Equity,13/02/2022,,76360.96,,7
EQ-0895,73-1593841,Cremin Inc,Equity,15/09/2022,,64671.82,,7
EQ-0403,77-2578923,Sipes-Runolfsson,Equity,22/08/2020,6/08/2022,62796.05,101088.15,7
EQ-0434,36-9014476,Hoeger Metz and McClure,Equity,12/01/2021,,1942.72,,7
EQ-0696,96-1226284,Walsh Group,Equity,25/10/2019,,69776.49,,7
EQ-0859,83-8460323,Little Ziemann and Torp,Equity,14/08/2022,14/08/2022,17958.42,120986.58,7
EQ-0888,25-3871604,Crona LLC,Equity,10/11/2018,8/01/2022,74315.17,74315.17,7
EQ-0775,44-7279014,Buckridge Williamson and Hauck,Equity,17/03/2020,,97450.73,,7
EQ-0424,73-3191489,Trantow Homenick and Paucek,Equity,15/02/2021,,10804.96,,7
EQ-0231,56-5057834,Veum-Rolfson,Equity,20/12/2020,20/12/2020,14976.49,14976.49,7
EQ-0771,78-9550861,Hammes West and Langworth,Equity,29/11/2018,,37989.21,,7
EQ-0576,73-7263631,Kutch Zieme and Lind,Equity,22/02/2020,,32539.7,,7
EQ-0710,57-2217193,Hand-Casper,Equity,22/11/2022,22/11/2022,95899.71,190635.57,7
EQ-0567,72-2321078,Hermann-Moen,Equity,5/11/2018,12/08/2020,88169.21,127407.57,7
EQ-0171,03-3249455,Kohler Senger and Strosin,Equity,22/01/2021,,84959.26,,7
EQ-0878,96-1226284,Ritchie Inc,Equity,8/03/2019,,89051.27,,7
EQ-0232,26-2221259,Bode Harris and Roberts,Equity,30/04/2020,,10314.1,,7
EQ-0862,99-1724313,Torp LLC,Equity,16/10/2018,9/01/2023,15115.94,112398.08,7
EQ-0809,21-6874869,DuBuque-Auer,Equity,15/12/2021,15/12/2021,84103.31,84103.31,7
EQ-0690,73-1593841,Frami Cremin and Kirlin,Equity,8/12/2020,7/02/2022,76910.91,110789.58,7
EQ-0606,07-7434256,Romaguera Spinka and Erdman,Equity,3/04/2022,3/04/2022,67803.89,121570.94,7
EQ-0127,76-1229625,Veum Davis and Daugherty,Equity,23/09/2018,,1075.33,,7
EQ-0119,06-7972878,Simonis Price and Lueilwitz,Equity,21/06/2021,,93462.49,,7
EQ-0360,23-3915702,Gerlach-Jacobs,Equity,2/02/2022,2/02/2022,3930.21,188374.71,7
EQ-0223,52-9189283,Erdman-O'Conner,Equity,20/09/2019,8/05/2021,49384.9,166865.45,7
EQ-0751,30-2162939,Marquardt Will and Fay,Equity,10/11/2018,21/02/2023,63017.23,106769.72,7
EQ-0983,31-5506638,Jakubowski Renner and Osinski,Equity,8/01/2020,29/01/2020,601.97,168468.01,7
EQ-0715,13-8132217,Heathcote Rogahn and Schumm,Equity,11/04/2022,,89358.42,,7
EQ-0768,56-5057834,Lakin and Sons,Equity,24/12/2019,,31784.58,,7
EQ-0540,92-4604314,Hudson Lind and Boyer,Equity,6/09/2020,,85843.14,,7
EQ-0339,83-4301546,Blanda Inc,Equity,21/01/2021,,30495.87,,7
EQ-0697,78-6174925,Hahn-Marks,Equity,22/04/2019,29/12/2020,68700.48,108982.69,7
EQ-0720,67-4275772,Doyle Greenholt and Jakubowski,Equity,21/04/2019,,46125.57,,7
EQ-0860,81-5496485,Zemlak-Gislason,Equity,25/08/2020,17/03/2021,90266.38,126362.27,7
EQ-0570,05-9157803,Macejkovic Group,Equity,21/01/2020,,29709.47,,7
EQ-0129,20-1855652,Kemmer-Denesik,Equity,26/01/2022,26/01/2022,57657.68,184734.86,7
EQ-0195,94-4096480,Kassulke and Sons,Equity,22/09/2021,8/04/2022,32329.04,110859.77,7
EQ-0183,57-8490639,Ullrich-Lubowitz,Equity,28/10/2020,28/10/2020,12717.13,119126.4,7
EQ-0667,23-3915702,White Jones and Strosin,Equity,3/04/2019,,66601.1,,7
EQ-0609,30-3050246,Haag Shanahan and Jakubowski,Equity,16/11/2021,,39156.73,,7
EQ-0979,94-4096480,Orn-Bashirian,Equity,12/11/2020,23/12/2021,98654.17,132510.57,7
EQ-0150,01-2820329,Keeling Group,Equity,6/05/2019,,12903.17,,7
EQ-0977,44-6671586,Predovic-Kirlin,Equity,13/08/2020,,32447.35,,7
EQ-0943,99-5342177,Legros LLC,Equity,17/10/2019,17/10/2019,50474.76,171449.44,7
EQ-0994,92-4604314,Schmidt Larson and Ritchie,Equity,31/12/2020,,33842.45,,7
EQ-0656,01-4785597,Nikolaus VonRueden and Zieme,Equity,16/06/2019,,63197.42,,7
EQ-0419,95-2142151,Yost Strosin and Bogan,Equity,10/12/2020,,82678.2,,7
EQ-0542,90-6121933,Goldner Funk and Kihn,Equity,30/03/2022,,71451.4,,7
EQ-0814,32-7428946,Fahey-Schimmel,Equity,27/11/2018,,10883.56,,7
EQ-0537,12-2184520,Gottlieb Olson and White,Equity,12/12/2018,23/02/2019,49577.29,155032.25,7
EQ-0342,69-8194807,Shields-Kohler,Equity,29/01/2023,29/01/2023,56557.28,56557.28,7
EQ-0694,29-1197358,Turner-McLaughlin,Equity,8/10/2022,8/10/2022,98612.71,39593.78,7
EQ-0226,99-5342177,Streich Littel and D'Amore,Equity,11/09/2018,10/02/2022,85313.8,41117.96,7
EQ-0931,30-0505479,Conroy LLC,Equity,14/09/2022,,74911.29,,7
EQ-0122,27-1479611,Blick and Sons,Equity,7/09/2018,8/05/2022,98582.85,19178.26,7
EQ-0561,26-1933119,Leffler-Runolfsdottir,Equity,9/08/2020,,27236.77,,7
EQ-0221,29-0488497,Kemmer Glover and Borer,Equity,25/07/2019,,56265.98,,7
EQ-0356,60-9364427,Lakin Group,Equity,22/06/2021,,26690.12,,7
EQ-0714,13-5852761,Collier-Konopelski,Equity,12/09/2019,,17647.63,,7
EQ-0191,31-0653614,Kling Inc,Equity,3/05/2022,3/05/2022,99309.29,96480.18,7
EQ-0249,77-6711793,Dietrich Rippin and Conn,Equity,9/12/2022,10/12/2022,60521.74,60521.74,7
EQ-0892,36-2383711,Nicolas Group,Equity,6/08/2020,17/11/2021,25161.09,25161.09,7
EQ-0441,92-1813176,Walter Abernathy and McGlynn,Equity,30/08/2019,,83975.21,,7
EQ-0227,05-9593363,Hackett-McCullough,Equity,22/05/2022,29/06/2022,82926.74,42873.08,7
EQ-0570,64-7664694,Macejkovic LLC,Equity,16/09/2020,,6112.05,,7
EQ-0367,39-5200265,Hamill Group,Equity,5/04/2019,20/01/2021,22363.9,157619.16,7
EQ-0871,48-6577859,Konopelski LLC,Equity,5/06/2019,,57225.17,,7
EQ-0955,84-6084826,Von LLC,Equity,11/06/2020,,50707.29,,7
EQ-0431,23-5214869,Stroman-Leffler,Equity,29/05/2019,,57618.75,,7
EQ-0880,46-4530566,Sauer-Will,Equity,18/12/2021,,61057.53,,7
EQ-0117,69-6952454,Konopelski LLC,Equity,18/03/2022,18/03/2022,61502.66,148183.8,7
EQ-0353,18-1529387,Greenfelder Kuphal and Koepp,Equity,27/02/2022,,74055.53,,7
EQ-0743,52-9189283,Schultz Gutmann and Maggio,Equity,7/10/2020,23/10/2021,94140.21,173912.88,7
EQ-0423,13-7592760,Kertzmann-Bednar,Equity,9/06/2019,,33800.1,,7
EQ-0939,23-5214869,Oberbrunner Berge and Rippin,Equity,4/07/2021,,80586.58,,7
EQ-0482,78-9550861,Dach Zieme and Kovacek,Equity,6/09/2021,6/09/2021,51832.44,132387.82,7
EQ-0198,64-6670098,Waelchi LLC,Equity,21/10/2018,10/11/2021,87061.99,63660.24,7
EQ-0374,59-0650167,Cartwright Group,Equity,16/04/2020,3/02/2022,56677.83,47368.11,7
EQ-0736,97-2520074,Reichert Von and Beahan,Equity,11/08/2019,,93992.49,,7
EQ-0521,13-7592760,Lehner Cruickshank and Heller,Equity,10/07/2021,10/07/2021,85228.18,145149.96,7
EQ-0201,63-5729539,Bogan-Heaney,Equity,8/07/2019,,18778.37,,7
EQ-0627,09-1917524,Connelly and Sons,Equity,23/06/2021,23/06/2021,99939.78,158967.79,7
EQ-0425,69-7280908,Konopelski-Grimes,Equity,16/09/2019,16/09/2019,89929.01,101868.14,7
EQ-0363,83-5292274,Effertz-Medhurst,Equity,2/02/2019,,93426.83,,7
EQ-0888,84-6084826,Hessel Ferry and Hintz,Equity,17/11/2018,11/04/2023,8501.35,24174.41,7
EQ-0841,89-1979637,Mante-Roberts,Equity,21/12/2021,,72051.45,,7
EQ-0945,72-6117724,Johnson LLC,Equity,28/03/2021,28/03/2021,64613.46,143484.81,7
EQ-0269,51-3471594,Haley Balistreri and Mohr,Equity,10/08/2019,10/02/2022,80274.21,169174.66,7
EQ-0519,75-6438567,Hansen Swaniawski and Cummerata,Equity,13/07/2021,13/07/2021,71560.54,148208.01,7
EQ-0248,60-9772573,Jast-O'Connell,Equity,26/01/2022,,65831.82,,7
EQ-0660,87-1111036,Lindgren-Bruen,Equity,28/02/2019,13/03/2020,27074.21,21575.47,7
EQ-0240,61-0451992,Reichel-Moen,Equity,5/04/2022,,8006.17,,7
EQ-0273,70-3736557,Ritchie Inc,Equity,1/11/2018,,14694.41,,7
EQ-0942,45-5089824,Murazik and Sons,Equity,13/09/2019,,65909.81,,7
EQ-0683,96-7234942,Windler Group,Equity,7/10/2021,,25970.1,,7
EQ-0598,96-6260208,Pagac-Jerde,Equity,2/05/2021,2/05/2021,62441.24,19888.78,7
EQ-0116,03-1844160,Koelpin Swaniawski and Schultz,Equity,20/01/2023,,14051.23,,7
EQ-0927,98-3392131,Paucek Group,Equity,10/03/2021,10/03/2021,66068.22,149363.69,7
EQ-0911,49-5191719,Hermiston and Sons,Equity,31/10/2021,9/10/2022,15941.73,15941.73,7
EQ-0811,93-3906223,McKenzie-Heidenreich,Equity,4/06/2021,,86955.98,,7
EQ-0749,18-6661349,McDermott-Deckow,Equity,1/02/2020,,72428.81,,7
EQ-0378,56-6644624,Walter and Sons,Equity,27/06/2019,,76986.15,,7
EQ-0256,56-4175249,Bergstrom Sauer and Spencer,Equity,2/08/2022,2/08/2022,61620.21,61620.21,7
EQ-0108,01-5980767,Schuppe-Cole,Equity,23/08/2022,,92621.6,,7
EQ-0273,57-5010507,Dach-Grant,Equity,24/07/2019,30/05/2020,16934.61,16934.61,7
EQ-0890,51-0044249,Volkman McGlynn and Wuckert,Equity,27/05/2019,,48557.23,,7
EQ-0325,74-9869400,Harber Christiansen and Barrows,Equity,7/12/2020,7/12/2020,70078.2,144500.48,7
EQ-0477,59-6272726,Davis and Sons,Equity,10/09/2019,27/09/2020,41994.73,193737.69,7
EQ-0197,12-1822643,Hansen-Wyman,Equity,2/02/2019,19/03/2022,45021.41,114421.44,7
EQ-0462,74-1456956,Wyman LLC,Equity,13/05/2021,,36088.68,,7
EQ-0729,27-9239468,Runte and Sons,Equity,7/12/2021,7/12/2021,33915.08,100597.03,7
EQ-0445,46-4530566,Collins Pacocha and Hilpert,Equity,2/11/2018,,78850.62,,7
EQ-0240,83-0622936,Spinka Heathcote and Weimann,Equity,17/06/2022,,81102.95,,7
EQ-0684,42-2806636,Anderson Group,Equity,8/12/2022,,16913.15,,7
EQ-0280,82-8543328,Mayert Block and Lemke,Equity,26/05/2019,11/12/2020,77428.04,128159.75,7
EQ-0769,13-4574634,Dare Powlowski and Leffler,Equity,10/12/2018,28/02/2021,65894.24,133006.64,7
EQ-0912,46-1909660,Shields Tremblay and Maggio,Equity,25/11/2021,25/11/2021,24539.89,171545.71,7
EQ-0905,76-6365172,Keeling Luettgen and Collins,Equity,19/05/2021,18/02/2023,5028.14,36985.62,7
EQ-0242,47-6236618,Hettinger Graham and Rutherford,Equity,16/03/2022,9/09/2022,47557.18,37880.89,7
EQ-0278,47-9925358,Harris Purdy and Jaskolski,Equity,21/08/2022,,90362.2,,7
EQ-0210,56-1557858,Erdman-Boehm,Equity,12/07/2019,,29933.25,,7
EQ-0782,61-2992254,Olson Inc,Equity,30/01/2021,,52169.02,,7
EQ-0941,41-1412810,Schuppe Fadel and Haley,Equity,19/09/2022,,28804.72,,7
EQ-0982,54-5974200,Aufderhar Gislason and Walker,Equity,18/01/2023,18/01/2023,95461.21,128031.99,7
EQ-0649,47-9925358,Ritchie-Haag,Equity,10/03/2019,,46863.78,,7
EQ-0886,78-1929741,Roberts-Terry,Equity,13/03/2019,,54079.41,,7
EQ-0560,54-3084117,Wintheiser Inc,Equity,11/03/2020,,65051.52,,7
EQ-0920,12-8970153,Hilpert Hahn and Witting,Equity,19/12/2022,,79031.07,,7
EQ-0928,55-6897072,Runolfsson and Sons,Equity,4/08/2020,5/07/2021,28154.99,178260.26,7
EQ-0641,52-6206022,Hane LLC,Equity,30/07/2019,6/11/2020,9127.89,162277.74,7
EQ-0408,51-4160235,Bergnaum Kiehn and Blick,Equity,13/06/2019,17/04/2023,13802.61,13802.61,7
EQ-0155,89-5826233,Boyer-Turner,Equity,19/11/2018,11/09/2021,28145.35,28145.35,7
EQ-0992,89-8004448,Borer and Sons,Equity,29/09/2021,,6806.83,,7
EQ-0342,08-3064086,Bartoletti Wisoky and Renner,Equity,17/05/2019,24/02/2021,64625.73,31781.34,7
EQ-0436,82-0624682,Schroeder-Beahan,Equity,8/08/2022,8/08/2022,21077.79,21077.79,7
EQ-0481,59-0650167,Breitenberg-Erdman,Equity,16/09/2022,,83199.82,,7
EQ-0352,70-5645928,Hackett and Sons,Equity,17/05/2020,,25753.84,,7
EQ-0239,60-6835053,Padberg Group,Equity,8/07/2020,20/09/2021,8714.82,166836.44,7
EQ-0131,13-4134099,Bogisich and Sons,Equity,12/07/2021,12/07/2021,40984.89,40984.89,7
EQ-0730,41-7934361,Schaden-Bernhard,Equity,20/09/2022,20/09/2022,97938.21,59545.83,7
EQ-0716,08-9453111,Mitchell-Beer,Equity,1/10/2020,1/10/2020,1474.96,118684.24,7
EQ-0670,33-2975400,Konopelski O'Keefe and Schaefer,Equity,15/02/2022,15/03/2022,81569.63,140639.31,7
EQ-0488,92-4604314,Beahan Torp and Kiehn,Equity,20/06/2020,20/06/2020,30135.92,30135.92,7
EQ-0553,87-7590496,Mante LLC,Equity,11/09/2019,11/09/2019,6437.33,6437.33,7
EQ-0738,04-8035151,Wilkinson-Collier,Equity,15/01/2019,6/04/2021,92132.1,92132.1,7
EQ-0719,29-0288067,Bergnaum-Volkman,Equity,5/08/2022,5/08/2022,65113.15,27753.53,7
EQ-0752,93-1737294,Tremblay-O'Hara,Equity,9/03/2019,9/04/2022,97871.13,28630.41,7
EQ-0931,90-6187106,Goodwin and Sons,Equity,26/11/2018,,21911.61,,7
EQ-0415,52-6206022,Rohan Becker and Bradtke,Equity,11/05/2020,11/05/2020,4909.33,4909.33,7
EQ-0962,02-6983047,Nolan-Hammes,Equity,29/01/2020,,80181.65,,7
EQ-0342,86-5719460,Rice Nader and Heller,Equity,8/10/2022,8/10/2022,40268.3,187701.86,7
EQ-0466,72-2409713,Bergnaum-Cartwright,Equity,24/11/2022,,5476.25,,7
EQ-0561,12-8344564,Hilll Group,Equity,11/09/2019,,12706.78,,7
EQ-0179,67-5699555,Gusikowski and Sons,Equity,18/03/2022,18/03/2022,73103.29,73103.29,7
EQ-0861,06-4286207,D'Amore Hartmann and Collier,Equity,22/07/2020,,23946.44,,7
EQ-0519,08-9453111,Windler Lesch and Hammes,Equity,16/01/2023,16/01/2023,32771.86,137155.1,7
EQ-0153,62-0882697,Littel-Cartwright,Equity,19/10/2022,,51107.83,,7
EQ-0503,67-0160500,Zulauf Inc,Equity,7/10/2021,,31200.19,,7
EQ-0366,39-7513268,Kohler-Lynch,Equity,12/01/2023,,99185.05,,7
EQ-0647,15-0119881,Schmitt-Bins,Equity,18/10/2021,18/10/2021,976.92,165991.61,7
EQ-0450,15-5446554,Boyle Inc,Equity,25/05/2022,,59321.94,,7
EQ-0634,96-1226284,Hayes Jakubowski and Zemlak,Equity,8/12/2019,3/02/2022,90382.8,102070.18,7
EQ-0610,65-9263939,Bradtke Group,Equity,17/10/2021,,25042.02,,7
EQ-0147,75-4377347,Pollich Group,Equity,4/03/2020,,47431.2,,7
EQ-0181,92-2684181,Huel-Okuneva,Equity,31/07/2020,,57669.13,,7
EQ-0685,51-0044249,Thompson-Rau,Equity,26/08/2019,7/03/2023,59574.42,120993.99,7
EQ-0332,90-6187106,Rowe Howell and Simonis,Equity,3/09/2018,,96034.04,,7
EQ-0565,11-5713180,Bechtelar Schroeder and Raynor,Equity,10/11/2019,27/12/2022,17570.69,17570.69,7
EQ-0104,26-3232704,Batz-Spencer,Equity,2/03/2022,2/03/2022,10690.69,10690.69,7
EQ-0292,98-3530323,Homenick-Quitzon,Equity,13/07/2021,,87855.76,,7
EQ-0941,87-7520026,Dach Wolff and Flatley,Equity,12/12/2021,,8263.37,,7
EQ-0420,05-2753965,Upton LLC,Equity,16/09/2021,23/08/2022,3800.08,3800.08,7
EQ-0764,25-3482969,Yundt-Harber,Equity,2/10/2022,,59813.95,,7
EQ-0333,59-9373098,Hermann-Lang,Equity,31/03/2019,2/03/2023,76483.96,52274.51,7
EQ-0888,22-9643843,Fahey-Langworth,Equity,4/12/2018,,46157.75,,7
EQ-0755,10-6591719,Dickens and Sons,Equity,6/09/2021,6/09/2021,25577.21,25577.21,7
EQ-0274,34-2441075,Batz Group,Equity,11/10/2021,11/10/2021,44350.51,191668.99,7
EQ-0661,15-1356534,Ratke-Homenick,Equity,8/12/2022,8/12/2022,46368.85,40674.07,7
EQ-0429,31-0653614,Schneider Inc,Equity,11/04/2020,,72825.96,,7
EQ-0215,99-1374958,Welch and Sons,Equity,21/07/2021,21/07/2021,55426.9,55426.9,7
EQ-0322,58-0923156,Bergstrom LLC,Equity,19/11/2020,,76582.3,,7
EQ-0572,15-7943889,Kessler Group,Equity,19/12/2022,,37594.58,,7
EQ-0997,99-1374958,Stehr-Kuhic,Equity,10/11/2021,,35533.02,,7
EQ-0649,17-2404034,Deckow and Sons,Equity,9/09/2019,9/09/2019,24670.56,169143.29,7
EQ-0519,97-1958027,Fritsch Pagac and Mertz,Equity,19/03/2021,,6026.29,,7
EQ-0906,23-9632180,Durgan Group,Equity,9/11/2022,,91296.64,,7
EQ-0212,64-7664694,Waelchi Inc,Equity,26/07/2022,26/07/2022,96701.07,29758.88,7
EQ-0457,28-1442266,Strosin-Jones,Equity,18/05/2020,,24434.13,,7
EQ-0576,57-8727698,Deckow-Purdy,Equity,29/03/2022,29/03/2022,42620.9,42620.9,7
EQ-0956,42-1589545,Dickens LLC,Equity,8/04/2020,,57535.56,,7
EQ-0321,63-5729539,Luettgen-Prosacco,Equity,14/10/2019,14/10/2019,54591.87,109594.54,7
EQ-0930,01-9546165,Kub-Spencer,Equity,1/12/2019,,81225.73,,7
EQ-0930,60-6835053,Sporer-Daugherty,Equity,7/11/2019,11/12/2022,42414.17,42414.17,7
EQ-0184,94-5945362,Hayes Swift and Homenick,Equity,25/09/2022,25/09/2022,66196.23,66196.23,7
EQ-0709,51-8269283,Zieme Bradtke and Ratke,Equity,25/11/2019,,22174.53,,7
EQ-0594,08-2783796,Streich Brakus and Beer,Equity,23/03/2021,11/02/2022,63057.07,56644.77,7
EQ-0226,58-0099013,Wehner Group,Equity,26/10/2019,13/12/2020,4338.61,124955.66,7
EQ-0549,82-9753310,Brekke Spinka and Brakus,Equity,11/02/2022,6/02/2023,24673.65,197380.6,7
EQ-0810,70-3318336,Lang O'Reilly and Ruecker,Equity,18/01/2022,,15328.73,,7
EQ-0222,23-3915702,Altenwerth and Sons,Equity,5/01/2019,,81532.14,,7
EQ-0566,22-3557618,Gleason-Maggio,Equity,26/07/2019,27/04/2021,60248.66,60248.66,7
EQ-0782,29-0288067,Haley-Ward,Equity,12/03/2021,,11714.17,,7
EQ-0498,15-0119881,Kertzmann Borer and Beahan,Equity,14/12/2019,,28440.85,,7
EQ-0974,70-3620492,Predovic-Goldner,Equity,11/04/2022,,90345.28,,7
EQ-0354,97-5182299,Cole-Stark,Equity,17/07/2019,15/01/2021,42935.75,173226.03,7
EQ-0754,26-2354745,Dickens-Stark,Equity,20/06/2022,,22034.93,,7
EQ-0435,58-7618943,Muller Nikolaus and Wolff,Equity,26/07/2022,10/11/2022,64913.61,54370.13,7
EQ-0547,14-7502418,Bartell-Lueilwitz,Equity,21/03/2020,21/03/2020,65574.8,57803.02,7
EQ-0422,72-1441261,Zulauf-Brakus,Equity,23/08/2020,,13018.4,,7
EQ-0743,61-0017768,Spencer Rohan and Kihn,Equity,22/03/2021,,2702.67,,7
EQ-0982,28-1442266,Yundt Jast and O'Hara,Equity,9/04/2022,,53241.18,,7
EQ-0482,94-8741410,Greenfelder Morissette and Abshire,Equity,1/08/2021,,2808.85,,7
EQ-0317,20-2992163,Jerde LLC,Equity,7/05/2020,7/05/2020,85918.89,165171.12,7
EQ-0770,61-0451992,Conroy Mayer and Haley,Equity,19/12/2021,19/12/2021,17472.03,124053.91,7
EQ-0269,87-3782476,Funk Inc,Equity,2/01/2020,,54702.43,,7
EQ-0804,70-5636428,Hane Lang and Strosin,Equity,7/10/2019,20/07/2021,13372.11,13372.11,7
EQ-0982,19-7182093,Rolfson Schumm and Orn,Equity,20/05/2019,2/11/2020,73748.81,171990.49,7
EQ-0561,87-3639460,Schaden and Sons,Equity,5/01/2023,5/01/2023,56334.5,44945.12,7
EQ-0437,85-0987517,Von MacGyver and Hand,Equity,14/08/2020,,81709.16,,7
EQ-0380,05-4953402,Jakubowski and Sons,Equity,19/11/2021,19/02/2022,42716.39,165534.69,7
EQ-0399,56-1616710,Feil Inc,Equity,22/07/2021,22/07/2021,53843.01,53843.01,7
EQ-0195,16-8048709,Walker Nikolaus and Balistreri,Equity,20/02/2019,,12787.43,,7
EQ-0476,12-8172238,Hermann-Hilll,Equity,8/03/2019,13/01/2023,91790.45,196574.49,7
EQ-0132,94-7989907,Will-Dach,Equity,29/04/2021,,21479.18,,7
EQ-0291,88-5859045,Schulist Inc,Equity,6/07/2020,18/02/2022,97238.7,149662.05,7
EQ-0139,31-9512225,Jakubowski Inc,Equity,24/01/2021,,74768.3,,7
CU-0853,93-0343737,IDR,Currency,19/10/2022,19/10/2022,37371.69,126318.5,7
CU-0848,84-2462068,NGN,Currency,5/08/2021,,20172.42,,7
CU-0798,36-1502814,CAD,Currency,6/10/2022,,68360.95,,7
CU-0343,27-9398350,EUR,Currency,20/07/2020,,56766.06,,7
CU-0438,16-7944667,CNY,Currency,20/06/2020,,14214.59,,7
CU-0230,23-5214869,EUR,Currency,21/04/2019,,63623.45,,7
CU-0159,93-2294147,USD,Currency,20/10/2022,20/10/2022,83493.57,114288.64,7
CU-0686,56-1557858,UYU,Currency,28/12/2022,,52107.86,,7
CU-0588,92-4995210,PHP,Currency,12/03/2020,26/07/2021,67424.05,148136.12,7
CU-0443,60-5336229,XOF,Currency,6/09/2018,,35517.44,,7
CU-0819,22-0238585,UAH,Currency,5/07/2020,5/07/2020,12514.15,12514.15,7
CU-0504,18-3585901,UAH,Currency,12/08/2020,17/02/2022,50948.74,21239.45,7
CU-0621,17-0083028,CNY,Currency,11/08/2022,11/08/2022,91262.96,156748.71,7
CU-0151,78-9550861,SEK,Currency,2/12/2019,11/03/2021,81339.79,39065.79,7
CU-0636,87-7590496,UYU,Currency,6/09/2022,6/09/2022,29750.27,29750.27,7
CU-0565,28-1442266,CNY,Currency,18/12/2018,18/12/2018,11957.39,104346.79,7
CU-0133,66-2178309,CNY,Currency,13/02/2022,13/01/2023,33596.66,153210.12,7
CU-0679,60-4259217,UAH,Currency,26/04/2020,26/04/2020,459.05,459.05,7
CU-0585,48-3897776,CNY,Currency,18/04/2021,,47801.95,,7
CU-0591,30-4488458,EUR,Currency,31/08/2021,,51220.95,,7
CU-0554,52-7154369,CNY,Currency,5/07/2021,,6527.99,,7
CU-0681,51-8141197,CNY,Currency,5/11/2020,,69135.54,,7
